"crops","nitrogen","phosphorus","potassium","ph","temperature","rainfall","season","soil_type"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_25_30",50,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_25_30",50,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_15_20",80,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_15_20",80,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_20_25",80,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_20_25",80,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_25_30",80,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_25_30",80,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",6,"t_5_10",50,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",7,"t_5_10",50,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",6,"t_10_15",50,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",7,"t_10_15",50,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",6,"t_5_10",80,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",7,"t_5_10",80,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",6,"t_10_15",80,"kharif","loam"
"curry_leaf_tree","n_10_30","p_10_30","k_15_35",7,"t_10_15",80,"kharif","loam"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",25,"rabi","loam"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",25,"rabi","loam"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",200,"rabi","loam"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",200,"rabi","loam"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",25,"rabi","sandy"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",25,"rabi","sandy"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",200,"rabi","sandy"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",200,"rabi","sandy"
"chili_pepper","n_110_130","p_10_30","k_75_95",6.5,"t_20_25",60,"kharif","loam"
"chili_pepper","n_110_130","p_10_30","k_75_95",7.5,"t_20_25",60,"kharif","loam"
"chili_pepper","n_110_130","p_10_30","k_75_95",6.5,"t_25_30",60,"kharif","loam"
"chili_pepper","n_110_130","p_10_30","k_75_95",7.5,"t_25_30",60,"kharif","loam"
"chili_pepper","n_110_130","p_10_30","k_75_95",6.5,"t_20_25",125,"kharif","loam"
"chili_pepper","n_110_130","p_10_30","k_75_95",7.5,"t_20_25",125,"kharif","loam"
"chili_pepper","n_110_130","p_10_30","k_75_95",6.5,"t_25_30",125,"kharif","loam"
"chili_pepper","n_110_130","p_10_30","k_75_95",7.5,"t_25_30",125,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6,"t_20_25",60,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6.8,"t_20_25",60,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6,"t_25_30",60,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6.8,"t_25_30",60,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6,"t_30_35",60,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6.8,"t_30_35",60,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6,"t_20_25",100,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6.8,"t_20_25",100,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6,"t_25_30",100,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6.8,"t_25_30",100,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6,"t_30_35",100,"kharif","loam"
"okra_ladies_fingers","n_60_80","p_10_30","k_35_55",6.8,"t_30_35",100,"kharif","loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.2,"t_20_25",60,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.5,"t_20_25",60,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.2,"t_25_30",60,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.5,"t_25_30",60,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.2,"t_30_35",60,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.5,"t_30_35",60,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.2,"t_20_25",100,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.5,"t_20_25",100,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.2,"t_25_30",100,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.5,"t_25_30",100,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.2,"t_30_35",100,"rabi","clay_loam"
"mushroom","n_90_110","p_40_60","k_55_75",8.5,"t_30_35",100,"rabi","clay_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",25,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",25,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",25,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",25,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",25,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",25,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",100,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",100,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",100,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",100,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",100,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",100,"kharif","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",25,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",25,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",25,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",25,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",25,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",25,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",100,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",100,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",100,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",100,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",100,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",100,"rabi","sandy_loam"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",25,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",25,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",25,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",25,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",25,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",25,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",100,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",100,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",100,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",100,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",100,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",100,"kharif","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",25,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",25,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",25,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",25,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",25,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",25,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_10_15",100,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_10_15",100,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_15_20",100,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_15_20",100,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",5.5,"t_20_25",100,"rabi","clay"
"onion","n_110_130","p_55_75","k_55_75",6.5,"t_20_25",100,"rabi","clay"
"potato","n_160_180","p_55_75","k_75_95",4.8,"t_15_20",120,"rabi","loam"
"potato","n_160_180","p_55_75","k_75_95",5.8,"t_15_20",120,"rabi","loam"
"potato","n_160_180","p_55_75","k_75_95",4.8,"t_15_20",200,"rabi","loam"
"potato","n_160_180","p_55_75","k_75_95",5.8,"t_15_20",200,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_15_20",50,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_15_20",50,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_20_25",50,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_20_25",50,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_15_20",80,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_15_20",80,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_20_25",80,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_20_25",80,"rabi","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_15_20",50,"kharif","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_15_20",50,"kharif","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_20_25",50,"kharif","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_20_25",50,"kharif","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_15_20",80,"kharif","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_15_20",80,"kharif","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6,"t_20_25",80,"kharif","loam"
"pumpkin","n_60_80","p_40_60","k_15_35",6.5,"t_20_25",80,"kharif","loam"
"radish","n_10_30","p_90_110","k_35_55",6.5,"t_10_15",100,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",7,"t_10_15",100,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",6.5,"t_15_20",100,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",7,"t_15_20",100,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",6.5,"t_20_25",100,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",7,"t_20_25",100,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",6.5,"t_10_15",225,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",7,"t_10_15",225,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",6.5,"t_15_20",225,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",7,"t_15_20",225,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",6.5,"t_20_25",225,"rabi","sandy"
"radish","n_10_30","p_90_110","k_35_55",7,"t_20_25",225,"rabi","sandy"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",40,"rabi","loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",40,"rabi","loam"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",60,"rabi","loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",60,"rabi","loam"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",40,"kharif","loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",40,"kharif","loam"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",60,"kharif","loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",60,"kharif","loam"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",40,"rabi","clay_loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",40,"rabi","clay_loam"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",60,"rabi","clay_loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",60,"rabi","clay_loam"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",40,"kharif","clay_loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",40,"kharif","clay_loam"
"olive","n_90_110","p_55_75","k_15_35",7,"t_15_20",60,"kharif","clay_loam"
"olive","n_90_110","p_55_75","k_15_35",8,"t_15_20",60,"kharif","clay_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",5.8,"t_15_20",75,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",6.2,"t_15_20",75,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",5.8,"t_20_25",75,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",6.2,"t_20_25",75,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",5.8,"t_25_30",75,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",6.2,"t_25_30",75,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",5.8,"t_15_20",150,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",6.2,"t_15_20",150,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",5.8,"t_20_25",150,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",6.2,"t_20_25",150,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",5.8,"t_25_30",150,"rabi","sandy_loam"
"sweet_potato","n_90_110","p_10_30","k_110_130",6.2,"t_25_30",150,"rabi","sandy_loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_10_15",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_10_15",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_15_20",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_15_20",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_20_25",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_20_25",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_25_30",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_25_30",50,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_10_15",80,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_10_15",80,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_15_20",80,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_15_20",80,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_20_25",80,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_20_25",80,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",6,"t_25_30",80,"rabi","loam"
"fenugreek","n_10_30","p_10_30","k_35_55",7,"t_25_30",80,"rabi","loam"
"spinach","n_60_80","p_55_75","k_35_55",6.5,"t_15_20",50,"rabi","loam"
"spinach","n_60_80","p_55_75","k_35_55",7,"t_15_20",50,"rabi","loam"
"spinach","n_60_80","p_55_75","k_35_55",6.5,"t_15_20",80,"rabi","loam"
"spinach","n_60_80","p_55_75","k_35_55",7,"t_15_20",80,"rabi","loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",6.5,"t_15_20",50,"kharif","sandy_loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",7.5,"t_15_20",50,"kharif","sandy_loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",6.5,"t_20_25",50,"kharif","sandy_loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",7.5,"t_20_25",50,"kharif","sandy_loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",6.5,"t_15_20",80,"kharif","sandy_loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",7.5,"t_15_20",80,"kharif","sandy_loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",6.5,"t_20_25",80,"kharif","sandy_loam"
"ridge_gourd","n_90_110","p_40_60","k_15_35",7.5,"t_20_25",80,"kharif","sandy_loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_0_5",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_0_5",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_5_10",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_5_10",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_10_15",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_10_15",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_15_20",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_15_20",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_20_25",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_20_25",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_25_30",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_25_30",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_30_35",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_30_35",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_35_40",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_35_40",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_40_45",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_40_45",63,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_0_5",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_0_5",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_5_10",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_5_10",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_10_15",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_10_15",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_15_20",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_15_20",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_20_25",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_20_25",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_25_30",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_25_30",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_30_35",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_30_35",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_35_40",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_35_40",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",6,"t_40_45",80,"rabi","loam"
"indian_gooseberry_amla","n_10_30","p_40_60","k_15_35",8,"t_40_45",80,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",150,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",150,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",150,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",150,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",150,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",150,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",600,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",600,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",600,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",600,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",600,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",600,"rabi","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",150,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",150,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",150,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",150,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",150,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",150,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",600,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",600,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",600,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",600,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",600,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",600,"kharif","loam"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",150,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",150,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",150,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",150,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",150,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",150,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",600,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",600,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",600,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",600,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",600,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",600,"rabi","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",150,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",150,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",150,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",150,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",150,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",150,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",600,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",600,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",600,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",600,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",600,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_30_35",600,"kharif","sandy"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_20_25",150,"rabi","clay"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_20_25",150,"rabi","clay"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_25_30",150,"rabi","clay"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",7.5,"t_25_30",150,"rabi","clay"
"malabar_plum_syzygium_cumini","n_10_30","p_10_30","k_5_15",6,"t_30_35",150,"rabi","clay"
