"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.8,"25 - 30",80,"rabi","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.2,"15 - 20",50,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.8,"15 - 20",50,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.2,"20 - 25",50,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.8,"20 - 25",50,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.2,"25 - 30",50,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.8,"25 - 30",50,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.2,"15 - 20",80,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.8,"15 - 20",80,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.2,"20 - 25",80,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.8,"20 - 25",80,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.2,"25 - 30",80,"kharif","loam"
"Coriander (Chinese parsley)","5 - 15","10 - 30","10 - 30",6.8,"25 - 30",80,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",6,"5 - 10",50,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",7,"5 - 10",50,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",6,"10 - 15",50,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",7,"10 - 15",50,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",6,"5 - 10",80,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",7,"5 - 10",80,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",6,"10 - 15",80,"kharif","loam"
"Curry Leaf Tree","10 - 30","10 - 30","10 - 30",7,"10 - 15",80,"kharif","loam"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",6.2,"25 - 30",25,"rabi","loam"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",7,"25 - 30",25,"rabi","loam"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",6.2,"25 - 30",200,"rabi","loam"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",7,"25 - 30",200,"rabi","loam"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",6.2,"25 - 30",25,"rabi","sandy"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",7,"25 - 30",25,"rabi","sandy"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",6.2,"25 - 30",200,"rabi","sandy"
"Drumstick (moringa)","30 - 50","10 - 30","5 - 15",7,"25 - 30",200,"rabi","sandy"
"Chili pepper","110 - 130","10 - 30","70 - 90",6.5,"20 - 25",60,"kharif","loam"
"Chili pepper","110 - 130","10 - 30","70 - 90",7.5,"20 - 25",60,"kharif","loam"
"Chili pepper","110 - 130","10 - 30","70 - 90",6.5,"25 - 30",60,"kharif","loam"
"Chili pepper","110 - 130","10 - 30","70 - 90",7.5,"25 - 30",60,"kharif","loam"
"Chili pepper","110 - 130","10 - 30","70 - 90",6.5,"20 - 25",125,"kharif","loam"
"Chili pepper","110 - 130","10 - 30","70 - 90",7.5,"20 - 25",125,"kharif","loam"
"Chili pepper","110 - 130","10 - 30","70 - 90",6.5,"25 - 30",125,"kharif","loam"
"Chili pepper","110 - 130","10 - 30","70 - 90",7.5,"25 - 30",125,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6,"20 - 25",60,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6.8,"20 - 25",60,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6,"25 - 30",60,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6.8,"25 - 30",60,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6,"30 - 35",60,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6.8,"30 - 35",60,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6,"20 - 25",100,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6.8,"20 - 25",100,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6,"25 - 30",100,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6.8,"25 - 30",100,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6,"30 - 35",100,"kharif","loam"
"Okra (Ladies' fingers)","70 - 90","5 - 15","30 - 50",6.8,"30 - 35",100,"kharif","loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.2,"20 - 25",60,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.5,"20 - 25",60,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.2,"25 - 30",60,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.5,"25 - 30",60,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.2,"30 - 35",60,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.5,"30 - 35",60,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.2,"20 - 25",100,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.5,"20 - 25",100,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.2,"25 - 30",100,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.5,"25 - 30",100,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.2,"30 - 35",100,"rabi","clay loam"
"Mushroom","90 - 110","40 - 60","50 - 70",8.5,"30 - 35",100,"rabi","clay loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",25,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",25,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",25,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",25,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",25,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",25,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",100,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",100,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",100,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",100,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",100,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",100,"kharif","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",25,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",25,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",25,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",25,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",25,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",25,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",100,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",100,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",100,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",100,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",100,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",100,"rabi","sandy loam"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",25,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",25,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",25,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",25,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",25,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",25,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",100,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",100,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",100,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",100,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",100,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",100,"kharif","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",25,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",25,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",25,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",25,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",25,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",25,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"10 - 15",100,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"10 - 15",100,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"15 - 20",100,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"15 - 20",100,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",5.5,"20 - 25",100,"rabi","clay"
"Onion","110 - 130","50 - 70","55 - 75",6.5,"20 - 25",100,"rabi","clay"
"Potato","170 - 190","50 - 70","80 - 100",4.8,"15 - 20",120,"rabi","loam"
"Potato","170 - 190","50 - 70","80 - 100",5.8,"15 - 20",120,"rabi","loam"
"Potato","170 - 190","50 - 70","80 - 100",4.8,"15 - 20",200,"rabi","loam"
"Potato","170 - 190","50 - 70","80 - 100",5.8,"15 - 20",200,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"15 - 20",50,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"15 - 20",50,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"20 - 25",50,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"20 - 25",50,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"15 - 20",80,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"15 - 20",80,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"20 - 25",80,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"20 - 25",80,"rabi","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"15 - 20",50,"kharif","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"15 - 20",50,"kharif","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"20 - 25",50,"kharif","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"20 - 25",50,"kharif","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"15 - 20",80,"kharif","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"15 - 20",80,"kharif","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6,"20 - 25",80,"kharif","loam"
"Pumpkin","70 - 90","40 - 60","20 - 40",6.5,"20 - 25",80,"kharif","loam"
"Radish","15 - 53","90 - 110","40 - 60",6.5,"10 - 15",100,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",7,"10 - 15",100,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",6.5,"15 - 20",100,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",7,"15 - 20",100,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",6.5,"20 - 25",100,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",7,"20 - 25",100,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",6.5,"10 - 15",225,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",7,"10 - 15",225,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",6.5,"15 - 20",225,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",7,"15 - 20",225,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",6.5,"20 - 25",225,"rabi","sandy"
"Radish","15 - 53","90 - 110","40 - 60",7,"20 - 25",225,"rabi","sandy"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",40,"rabi","loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",40,"rabi","loam"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",60,"rabi","loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",60,"rabi","loam"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",40,"kharif","loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",40,"kharif","loam"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",60,"kharif","loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",60,"kharif","loam"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",40,"rabi","clay loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",40,"rabi","clay loam"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",60,"rabi","clay loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",60,"rabi","clay loam"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",40,"kharif","clay loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",40,"kharif","clay loam"
"Olive","90 - 110","50 - 70","20 - 40",7,"15 -  20",60,"kharif","clay loam"
"Olive","90 - 110","50 - 70","20 - 40",8,"15 -  20",60,"kharif","clay loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",5.8,"15 - 20",75,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",6.2,"15 - 20",75,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",5.8,"20 - 25",75,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",6.2,"20 - 25",75,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",5.8,"25 - 30",75,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",6.2,"25 - 30",75,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",5.8,"15 - 20",150,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",6.2,"15 - 20",150,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",5.8,"20 - 25",150,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",6.2,"20 - 25",150,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",5.8,"25 - 30",150,"rabi","sandy loam"
"Sweet Potato","80 - 100","10 - 30","110 - 130",6.2,"25 - 30",150,"rabi","sandy loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"10 - 15",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"10 - 15",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"15 - 20",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"15 - 20",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"20 - 25",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"20 - 25",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"25 - 30",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"25 - 30",50,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"10 - 15",80,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"10 - 15",80,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"15 - 20",80,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"15 - 20",80,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"20 - 25",80,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"20 - 25",80,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",6,"25 - 30",80,"rabi","loam"
"Fenugreek","20 - 40","15 - 35","30 - 50",7,"25 - 30",80,"rabi","loam"
"Spinach","50 - 70","50 - 70","40 - 60",6.5,"15 - 20",50,"rabi","loam"
"Spinach","50 - 70","50 - 70","40 - 60",7,"15 - 20",50,"rabi","loam"
"Spinach","50 - 70","50 - 70","40 - 60",6.5,"15 - 20",80,"rabi","loam"
"Spinach","50 - 70","50 - 70","40 - 60",7,"15 - 20",80,"rabi","loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",6.5,"16 - 20",50,"kharif","sandy loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",7.5,"16 - 20",50,"kharif","sandy loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",6.5,"20 - 25",50,"kharif","sandy loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",7.5,"20 - 25",50,"kharif","sandy loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",6.5,"16 - 20",80,"kharif","sandy loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",7.5,"16 - 20",80,"kharif","sandy loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",6.5,"20 - 25",80,"kharif","sandy loam"
"Ridge Gourd","80 - 100","40 - 60","10 - 30",7.5,"20 - 25",80,"kharif","sandy loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"0 - 5",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"0 - 5",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"5 - 10",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"5 - 10",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"10 - 15",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"10 - 15",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"15 - 20",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"15 - 20",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"20 - 25",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"20 - 25",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"25 - 30",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"25 - 30",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"30 - 35",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"30 - 35",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"35 - 40",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"35 - 40",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"40 - 45",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"40 - 45",63,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"0 - 5",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"0 - 5",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"5 - 10",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"5 - 10",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"10 - 15",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"10 - 15",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"15 - 20",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"15 - 20",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"20 - 25",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"20 - 25",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"25 - 30",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"25 - 30",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"30 - 35",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"30 - 35",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"35 - 40",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"35 - 40",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",6,"40 - 45",80,"rabi","loam"
"Indian gooseberry (Amla)","10 - 30","40 - 60","10 - 30",8,"40 - 45",80,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",150,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",150,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",150,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",150,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",150,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",150,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",600,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",600,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",600,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",600,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",600,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",600,"rabi","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",150,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",150,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",150,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",150,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",150,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",150,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",600,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",600,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",600,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",600,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",600,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",600,"kharif","loam"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",150,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",150,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",150,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",150,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",150,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",150,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",600,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",600,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",600,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",600,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",600,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",600,"rabi","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",150,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",150,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"25 - 30",150,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"25 - 30",150,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"30 - 35",150,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"30 - 35",150,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",6,"20 - 25",600,"kharif","sandy"
"Malabar plum (Syzygium cumini)","5 - 15","5 - 15","5 - 15",7.5,"20 - 25",600,"kharif","sandy"
